time,title,description
[0:00],Father came from Norway to Astoria; bought land near Genesee; Norwegian community,"Father came from Norway to Astoria; Mother was happy when he decided to farm instead of fish, because he might have drowned. They bought land near Genesee. They traded their gold watches for lumber to build a bedroom when she was expecting a baby. Norwegian community nearby."
[9:00],Walking three miles to school; 1893 Depression; chores;,"Walking three miles to school. 1893 depression - roasting barley for coffee, praying for rain to stop in church, giving last dime to the preacher. Mother's work. Nowadays women are spoiled."
[16:00],Mother died in 1907 after a miscarriage; Jennie took care of family after that,"Mother died in 1907 after a miscarriage, when Mrs. Driscoll was just twelve; afterwards she took care of the family. She gave up going to Pacific Lutheran Academy because her grandmother wanted her to stay and help at home."
[23:00],Settlement of Driscoll Ridge; 1893 Depression; warehouse fire,"Story of settlement of Driscoll Ridge by her husband's father and his relatives. Cooking for threshing outfits. Vollmer foreclosed during the 1893 depression; father ripped his picture out of the History of North Idaho. Father lost his grain after the warehouse burned, although his grain was on the train."
[30:00],Relationship with Rosenstein family; immigrant newspapers; father's family background,"The Rosensteins were wonderful people. Her cayuse wanted to turn back with the Indian ponies; she was scared of the Indians. She went to town to pick up The Scandinavian, a Norwegian paper from Chicago. Father's family background; he never farmed before coming to Genesee, but prospered quickly. The children left their newly bought home because it made them lonely after mother died."
[43:00],Childhood after mother died; sale of homestead,The children had to mind or they got it from father. People are not nearly as happy now. Good crops with summer fallowing; sale of the home place
[49:00],"Learning to sew at dressmaker in Moscow; how she knew her husband, their marriage; his jobs in politics","Learning to sew by working at the dressmaker's in Moscow. She knew her husband from their youths; their happy marriage. He was county commissioner for eight years, a Democrat."
[57:00],Goodness of Troy bank; Church; Catholic attended Norwegian Church,Her move to Driscoll Ridge wasn't big. Goodness of Troy bank. She eventually became a Catholic like her husband. Norwegian Church.
[1:00:00],How family got through depression; hobo camp near Troy; wages,"Neighboring. People were less independent and social climbing, more equal. Her family got through the depression by living off the land. Feeding hobo camp near Troy. Advancing wages to hand."
[1:09:00],"Dances and social activities, games at home and in Genesee; learning English; hired help; surprised over ""Black Swede""","Dances at home and in Genesee. Literary, games and mid night lunches. Learning her ABC's in English. A Swede who worked for the Driscolls was shocked to meet a Black Swede, a Wells boy who spoke Swedish. Hired help lived at the Driscolls."
[1:22:00],Her sister went to nursing school instead of her; caring for father; first windmill in neighborhood; abundance of water; little turnover on farms,"Although she wanted to become a nurse, she stayed at home while her younger sister trained instead. Caring for her father. He had the first windmill and hack in the neighborhood. Lack of wood in the area; abundance of water. Little turnover on farms."
