time,title,description
[1:00],Working with and for Sam Samovitch,"Sam Samovitch. He kills a man who nearly severs his arm. Working on Sam's section crew. Playing a regular jpke on Sam. Hunting bee trees on the jpb. Sam was a kind man, and easy on his crew. He pretended his arm wouldn't work, and his job was insured. Methods of locating bee trees and getting the honey."
[13:00],Lumber camp conditions - bedbugs and IWW improvement,"Working in lumber camps, 1918. Early conditions - bedbugs. Sharing hot lunch with the yellowjackets A man with lice. Walking home on the weekend from camp. The IWWs began to improve conditions; all men had to join the 4-Ls, the company union."
[26:00],Grandfather's homestead in Avon area; Indians burning land,"How grandfather homesteaded in the Avon area - the first settler, 1884. Openness of the land, because Indians kept it burnt off; not much game because there was little brush."
[32:00],Homesteading; harvesting at Colfax,First years of homesteading. Harvesting at Colfax
[37:00],Early life and Billie Bowers,"Billie Bowers rides over 125 miles to help his sick daughter. Canning wild strawberries. Grandfather didn't know what to do with money when he earned it. (A joke on Mrs. Wilkins.) Billie Bowers waited on deertrail till daylight so he could resume tracking deer. School arranged around field work. Living on ""fried snowballs and boiled rabbit tracks."""
[46:00],Hauling wood to Troy abd building farms,"Hauling wood to Troy - two days' work for $1.50. Everyone wanted to haul hay to Troy for 50$ a ton. Importance of Troy once railroad came. Building up farms - cattle and hay main crops, sold to Potlatch once their railroad came."
[53:00],Town of Avon,Town of Avon was major town in the area. It moved northwest one mile when railroad came through. The station was named Vassar. Avon school.
[1:00:00],Education and work,"Lack of time for teacher to spend with children; but big girls helped. Scandinavians were especially hard working. Joke about farming around stumps. Flailing grain on the barn floor, to feed to the stock."
[1:05:00],"Cougar Jack, Joe Wells, and other stories about Troy","Joe Wells said the Swedes were blacks inside out, and that banker Harsh and he were the only white men around. Joe and Cougar Jack take over Troy on a binge; he says Marshall Hays should know better then try to shoot him in the dark. Their acceptance. Mary Wells shows kids her ""white"" skin. Cougar Jack was a huge man; how he got his name."
[1:14:00],Mining Mica on Mica Mountain,"Mining Mica on Mica Mountain. Muscovite was the only successful mine, employing 25 men. The first mining was open pit, and yielded the best mica. Market for isinglass and axle grease."
[1:21:00],Living during the depression,"Get-togethers in the schoolhouse, dances in the homes. Depression brought back pioneer time - no money, need to furnish own amusement. Nowadays you go to town you want to see your neighbor. Everyone had plenty to eat in the depression, but prices for produce were extremely low. Trading beans for pigs. Travelling in winter; snow lasted bacause the timber meant no wind. People moved into the country then because it was cheaper to live."
[1:31:00],Coming of Potlatch Lumber Company,"Coming of Potlatch meant big change in the country. Need for many men meant jobs for local people. Taking the train. Potlatch bought timber almost for nothing, and hired men to ""homestead"" for them.Kenneth Wilkins minute page"
[1:36:00],Cattle business for small farmers,Cattle business for small farmers. Open summer range was free for everyone. Rail fences.
[1:41:00],Lumberjacks and locals and Potlatch Lumbers practices,"Lumberjacks blew their money, but local men saved it. People knew they were being taken by Potlatch."
[1:47:00],Arthur Bjerke was best shot in area,"Arthur Bjerke was the best shot in the country. Once he shot a cow, thinking it was an elk."
[1:50:00],Farming and meeting of wife,He began to farm in 1928 as a result of his health problem near Spokane. How he and his wife met. Their shivaree had dynamite.
[1:57:00],Avon community life,Continuity of Avon community today. Thanksgiving and Decoration Day celebrations of today.
[2:00:00],Automobile accidents,A fatal accident - a truck overturns in the Wilkins' pond. Quick action by Ken saves two of the three men. Near accident the following day. The accident probably caused by exhaust fumes.
[2:14:00],Early settlers preferences and disputes,Grandfather and neighbor debate where survey line will be. Preference for open meadow land among first settlers.
[2:18:00],Father's logging and Mary Wells,Mary Wells cooked for father when he logged.
[2:20:00],Uncle and friend dress up as women to fool Troy's ladies' man.,Uncle and friend dress up as women to fool Troy's ladies' man.
[2:22:00],Murder-Suicide near Avon,"Killing of woman by her husband at Avon, and his suicide. Earlier he had threatened to kill her friends who came to stay and protect her."
