time,title,description
[1:00],Going into the army during World War I,"Going into the army during World War I. He almost saw combat in the Argonne woods, but the armistice was signed. The German retreat. Training."
[13:00],Serving in a segregated unit; assignment to a travelling track team; kindness from a French woman,He served in a segregated unit with no black officers. At the front he served with the 139th Infantry. He was assigned to a travelling track team. Kindness from an old French lady.
[22:00],Had trouble getting along with his troop; divisions between western and southern African-Americans; his brother's career as a stockman and professor at Virginia State College,"Trouble getting along with his troop, which drank and was rowdy. He was never around black people in Idaho, Division between western and southern blacks. His brother's career as stockman and professor at Virginia State College; it was hard for him to get help on the ranch because he was a Yankee."
[30:00],Disadvantage of his unit being from the West; Texans feeling superior,"Disadvantage in his unit of being from the West, small and a sergeant. Feeling of superiority of Texans— they'd never heard of Idaho or Washington. Southerner thought Idaho was next to Nebraska. An African black in France told him that Africans were superior to Americans because Americans had been slaves."
[41:00],Getting an education in the Army and France; having a piece of shrapnel in his hip; Moscow boys petitioned for him to stay with them,He got an education in the army in France. He later found a piece of shrapnel in his hip which he probably got exploding hand grenades. Shelling of camp. He desired a purple heart. Work of the black troops during the war. Moscow boys petitioned for him to stay with them.
[54:00],Growing up on a farm; not really experiencing segregation; stared at on his first day of high school,"Growing up on a farm, he knew little of segregation in Moscow. A Moscow restaurant didn't like to serve Black people in the forties. His first day at high school everybody stared at him, and the superintendent gave a little speech about treating everybody equally."
[1:00:00],Accepted by high school kids; wouldn't let anybody push him around,"Acceptance by high school kids. Being put in segregated unit was the worst setback he ever had. He wouldn't let anybody push him around, but he didn't have a chip on his shoulder."
[1:05:00],Brother's success in the South; was told in 1968 that the South was a good place to live; what northern segregation was a result from,"Brother's success shows that blacks can prosper in the South, despite prejudice. In 1968 teachers told him that the South had become a good place to live. Prejudice in the South. Advances of a people depend on bloodshed. Northern segregation is a result of poverty and housing patterns."
[1:15:00],Father told him not to run from fights; being accused of trying to steal his girl,"Some people around Moscow didn't like him because he was black. His father told him not to run from fights, and he roughed up people who gave him a bad time. A drunk boy accused him of trying to steal his girl at Eggan's Hall."
[1:27:00],Father's hay bailing operation,"Father's hay baling operation: custom thrashing for farmers, and straw baling for the universities."
[1:30:00],Discussion on methods of bailing hay; gas engines got father out of business,"Method of baling hay. How father began baling for others. Seeing the country. Gas engines got father out of business. Alfalfa was fed to the cattle, wheat to horses."
[1:45:00],Area around Moscow and Try was mostly Scandinavian; Colton and Uniontown were mostly German; cleared farmland couldn't compare with prairie,Area around Moscow and Troy was mostly Scandinavian; around Colton and Uniontown it was German and more well-to-do. Cleared farmland didn't compare with prairie until fertilizers were developed.
[1:48:00],"Wife's father from South Carolina and farmed in California; farming near Dodge, Washington and having one good harvest then several bad one; moving to Oaksdale","Wife's father came from South Carolina and farmed at Madeira, California. He bought bunchgrass prairie from the railroad at Dodge, Washington. He plowed and seeded the entire 160 acres, and paid off the place in a year. After acquiring 1300 acres he suffered dry years and finally moved to Oaksdale and tried to start over. After the Settles married they lived out their lives with them. Father could have gotten a prairie homestead if he'd known about it."
[1:55:00],Timber claims in Bovill,Timber claims in the Bovill country. Mr. Wilson (of the seed company) got his start by proving up on a timber claim.
[1:59:00],The Wells family didn't pick good farm land,The Wells family didn't pick good farm land for their homestead. They may have wanted to be on the route to Collins for the halfway house.
