speaker,words,tags,timestamp
,This conversation with Jean Wilson Ringsage and Stiner Ringsage took place at,,
,"their home in Park on October 19, 1976. The interviewer is SAM SCHRAGER.",,
JWR,She had no idea what the prairie was like at that.moment. She wasn't,,
JWR,"living on it. She was living in Vancouver, B.C. She was fortunate",,
JWR,enough to still have a job managing another hotel. And she had not,,
JWR,idea what it was like on the prairie.,,
SS,About how rough it was?,,
JWR,No idea. I never told her. use worrying her about it.,,
SS,Really?,,
JWR,Huh-uh.,,
SS,"You mean, you didn't advise her just how rough it was?",,
JWR,"Not til after the fact :, no. No, you don't. No, we weren't dying,",,
JWR,"we weren't starving to death, exactly. We certainly had an unbalan",,
JWR,"ced diet. It wasn't I didn't confide in her, but there's no use—",,
JWR,I don't think my kids confide in me altogether. They tell me the,,
JWR,"nice things and, oh, some of the rough things, when theirs apart.",,
SS,Not too rough.,,
JWR,Yeah. But I don't think— it doesn't mean that- it depends- when I,,
JWR,found that my youngest girl was- she came to visit me and I finally,,
JWR,"told her, I told her then my problem about Laura, my oldest girl.",,
JWR,That she was practically blind in one eye; had a cataract. And she,,
JWR,"was a premature baby, you see, and had to have an operation. Well,",,
JWR,"I told her then. But, I don't know, you just kind of don't howl til",,
JWR,you have to.,,
SS,"What do you think were the differences at that time- now, you say,",,
SS,now between you and your mother? Was it that she was—?,,
JWR,"My mother was a eternal— she's like my husband. You know, I thought",,
JWR,I was going to get away from Mother's apron strings when I married,,
JWR,"Stiner. I married the eternal optimist, like my mother. She was al",,
JWR,ways looking ahead- things were- you know the Unsinkable Molly,,
JWR,"Brown- you know that spirit, nothing ever sunk her, nothing ever",,
JWR,really— she'd look at the bright side: It isn't going to last and,,
JWR,she always seemed to manage. Things meshed in so that she came out,,
JWR,and she was on top. He isn't quite so good as she was. I don't know,,
JWR,"I don't know, I'm not too sure about him but she was a pretty devout",,
JWR,woman in her way. She was unorthodox but she was a true believer.,,
SS,"So you call it the decade, that you grew up in?",,
JWR,"It was. She was. That beautiful. The days— well, it was in the",,
JWR,"1890's, you know. It was very genteel. People were polite and",,
JWR,"courteous, and you went to visit a lady and Mother left calling cards,",,
JWR,"you know, it's the correct thing. And, I don't know, you didn't in",,
JWR,"trude, and yet you were there with sympathy and help. And you had",,
JWR,"high ideals. And, as I say, even the town drunk had his principles.",,
JWR,"You know and the ladies, well they had their principles, too. They",,
JWR,were just like gunsmoke and they had their hearts of gold amongst,,
JWR,those. They were around. They were beautiful. And we'd pass 'em,,
JWR,"in the street, and five years old and ten or eight— mmmmm - they",,
JWR,"didn't fill in the details, but you realized they lived a life apart",,
JWR,from yours. But I don't think the bubble started to break til after,,
JWR,"World War I, and then it went down fast. But it was Horatio Alger,",,
JWR,you were always going to— the good guy won out. Lady was virtuous,,
JWR,and so on and she grew up to a ripe old age and her children rose up,,
JWR,"and called her- you know, gave her honor and so on.",,
SS,What do you think happened? Was it the war itself that changed it?,,
JWR,I think depression brought us down more than war^; far more than wars.,,
JWR,"Depression was worse than war. Alright, you died. I suppose for the",,
JWR,"ones that are lingering in hospitals now; yes, war was terrible. But",,
JWR,"oh, the years of hunger. The years of just living on the edge of",,
JWR,"nothing. Look, it started with us in '28 went through to '34-",,
JWR,"what's that? Six years. And, you weren't dying, but you were just",,
JWR,forever wanting things. Needing things. I went out and taught for,,
JWR,"a year, but they didn't know when I appliedAI was married. I hadn't",,
JWR,"lied, I'd just simply wrote my name; Jean Ringsage. But they wouldn't",,
JWR,have took me in spite of my qualifications because I was married and,,
JWR,"there was so many married men needing it, but they^were stuck with me",,
JWR,and I'd signed a contract. So I went home-,,
SS,How far away was that?,,
JWR,Two hundred miles away. And I had to get my children; left 'em with,,
JWR,"boarded them out, and then for the last six months- five months,",,
JWR,had a woman come in and take care of 'em.,,
SS,They stayed at,,
JWR,"They stayed with Stiner. You know, you're not the only— you're just",,
JWR,surrounded by people poor. People that's been thrifty and some of,,
JWR,them even affluent. Then you're suddenly just leveled down to no,,
JWR,"thing. And up there, there isn't the fruit. There's just a few na",,
JWR,"tive berries. In fact, one main native berry. Just  things to",,
JWR,sustain you. A garden is only something brief that lasts at best,,
JWR,"for six weeks at it's peak. Maybe lettuce two months, with good",,
JWR,"luck. You've so few resources. Now, in the early part of the de",,
JWR,"pression, somebody in British Columbia, the farmers themselves got",,
JWR,together; they loaded box cars full of apples and shipped 'em to the,,
JWR,prairie provinces. We would go there with gunny sacks and fill may,,
JWR,"be two or three, is all we could afford, up for a dollar a sack. We",,
